Mr. Richard Sidney Anthony,,Linotype Operator,The Labour Party members of the 5th Dáil,Cork Borough
Mr. Henry Broderick,,Tailor,The Labour Party members of the 5th Dáil,Longford -Westmeath
Mr. Patrick Clancy,( - 21/02/1947),Carpenter,The Labour Party members of the 5th Dáil,Limerick
Mr. Hugh Colohan,(30/09/1894 - 15/04/1931),Brick and Stone Layer,The Labour Party members of the 5th Dáil,Kildare-Wicklow
Mr. Richard Corish,( - 19/07/1945),Labour Union Official,The Labour Party members of the 5th Dáil,Wexford
Mr. Denis Cullen,(23/09/1878 - 26/11/1971),Trade Union Secretary,The Labour Party members of the 5th Dáil,Dublin North
Mr. William Davin,( - 01/03/1956),Station Master,The Labour Party members of the 5th Dáil,Leix-Offaly
Mr. Edward Doyle,,Agricultural Worker,The Labour Party members of the 5th Dáil,Carlow-Kilkenny
Mr. James Everett,(01/05/1894 - 18/12/1967),Trade Union Secretary,The Labour Party members of the 5th Dáil,Kildare-Wicklow
Mr. John F. Gill,(27/12/1898 - 10/06/1971),Trade Union Official,The Labour Party members of the 5th Dáil,Leix-Offaly
Mr. David Hall,,Agricultural Worker,The Labour Party members of the 5th Dáil,Meath
Mr. Patrick Hogan,(01/01/1886 - 24/01/1969),Barrister and Author,The Labour Party members of the 5th Dáil,Clare
Mr. Thomas Johnson,(17/05/1872 - 17/01/1963),Trade Union Official,The Labour Party members of the 5th Dáil,Dublin County
Mr. Michael Keyes,,Railway Worker,The Labour Party members of the 5th Dáil,Limerick
Mr. Thomas Lawlor,,Trade Union Official,The Labour Party members of the 5th Dáil,Dublin South
Mr. Gilbert Lynch,( - 01/11/1969),Trade Union Official,The Labour Party members of the 5th Dáil,Galway
Mr. Daniel Morrissey,( - 01/01/1981),Auctioneer,The Labour Party members of the 5th Dáil,Tipperary Mid North and South
Mr. Timothy Joseph Murphy,( - 29/04/1949),Trade Union Official,The Labour Party members of the 5th Dáil,Cork West
Mr. William O'Brien,(23/01/1881 - 31/10/1968),Trade Union Official,The Labour Party members of the 5th Dáil,Dublin South
Mr. Thomas J. O'Connell,( - 21/06/1969),Trade Union Official,The Labour Party members of the 5th Dáil,Galway
Mr. Timothy Quill,(09/05/1901 - 10/06/1960),The Labour Party (The Labour Party members of the 5th Dáil),The Labour Party members of the 5th Dáil,Cork North
Mr. James Shannon,( - 17/10/1933),Trade Union Official,The Labour Party members of the 5th Dáil,Wexford
